eval_loss,eval_accuracy,eval_f1_macro,eval_recall_macro,eval_precision_macro,eval_f1_weighted,eval_recall_weighted,eval_precision_weighted,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.7717549800872803,0.6954853273137698,0.4325425825675596,0.43203586528469845,0.46304618401020886,0.668767380179494,0.6954853273137698,0.6632442307654999,88.8551,49.856,6.235,3.0
0.7591919898986816,0.6882618510158014,0.4116332363567927,0.41963767574878164,0.4678451300541251,0.6550325568011026,0.6882618510158014,0.6606101298286525,88.0568,50.308,6.291,3.0
0.7603990435600281,0.7036117381489841,0.4302187829769304,0.43405186503957827,0.47921398422041633,0.6730002276625704,0.7036117381489841,0.674688771180955,89.0177,49.765,6.223,3.0
0.784879207611084,0.6887133182844244,0.42656411848919196,0.4283325408596721,0.4609366981755792,0.6624459346416914,0.6887133182844244,0.6586991719778535,89.0438,49.751,6.222,3.0
0.7560771703720093,0.6961625282167043,0.42719915356053606,0.429868626858681,0.4575245417616366,0.6680901245594653,0.6961625282167043,0.6613439107060424,89.0142,49.767,6.224,3.0
